"","Thermoprotei","Iainarchaeia","Micrarchaeia","Methanobacteria","Methanomicrobia","Thermococci","Thermoplasmata","Woesearchaeia","uncultured","Nitrososphaeria","Acetothermiia","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Blastocatellia.Subgroup.4.","Holophagae","Subgroup11.","Subgroup11","Subgroup17.","Subgroup17","Subgroup22.","Subgroup22","Subgroup6.","Subgroup6","Thermoanaerobaculia","c5LKS83","Acidimicrobiia","Actinobacteria","Coriobacteriia","KISTJJY010.","MBA2.108.","MBA2.108","Thermoleophilia","WCHB181.","unculturedanaerobic.bacterium.","unculturedbacterium.","Aquificae","Armatimonadia","Chthonomonadetes","Fimbriimonadia","Caldatribacteriia","JS1","Omnitrophicabacterium.OLB16.","metagenome","unculturedsoil.bacterium.PRR.11.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","Anaerolineae","Chloroflexia","Dehalococcoidia","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Coprothermobacteria","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deferribacteres","Deinococci","Babeliae","Elusimicrobia","Endomicrobia","LineageIIa.","LineageIIa","LineageIIb.","LineageIIb","LineageIIc.","LineageIIc","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","saltmarshclone.LCP.67.","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedbacterium.mle1.16.","unculturedorganism.","unculturedplanctomycete.","unculturedprokaryote.","unculturedsoil.bacterium.PBS.II.5.","unculturedsoil.bacterium.PBS.III.30.","Lentisphaeria","Oligosphaeria","Moduliflexia","P9X2b3D02","Nitrospira","Thermodesulfovibrionia","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFCSPLOWO2_12_FULL_51_24.","groundwatermetagenome.","mixedculture.isolate.koll11.","unculturedbeta.proteobacterium.","ABY1","Berkelbacteria","CPR2","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","V2072189E03","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","Burkholderialesbacterium.Beta_02.","bacteriumenrichment.culture.clone.Anammox_3.","hydrothermalvent.metagenome.","unculturedsoil.bacterium.","bacteriumenrichment.culture.clone.Anammox_55.","bacteriumenrichment.culture.clone.SRAO_37.","bioreactormetagenome.","uncultureddelta.proteobacterium."
"SRR8301888",0,0,5,4,2,0,0,6,1842,0,0,430,0,886,59,221,0,0,45,4,0,0,22,79,33,0,154,328,3,0,0,0,93,0,0,0,0,0,0,230,2,0,0,38,0,19104,594,0,0,0,0,66,0,1332,8,0,0,0,0,5,0,309,5,25,6,196,30,96,0,0,0,246,140,3,6,6,45,6,0,0,542,15,2,2,77,286,18,52,27,0,496,0,90,3,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2394,0,8,0,0,0,0,61,0,0,261,3,1843,38,0,32,0,4,0,0,227,416,0,0,8,0,355,0,3305,7501,23032,0,1002,0,0,39,0,0,13,3,5,363,0,0,0,0,0,0,0,0
"SRR8301315",0,0,0,3,2,0,0,5,164,0,0,42,0,174,0,75,0,0,2,14,0,0,13,19,28,0,585,762,8,4,0,0,111,0,0,0,0,0,0,99,0,0,6,27,0,5186,575,0,0,0,0,39,0,1700,34,2,4,0,2,2,0,197,5,0,0,5,0,3,0,0,0,11,8,0,3,0,0,0,0,0,8,9,0,0,42,237,11,2,0,0,115,0,9,27,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,63,0,0,0,0,0,0,25,0,0,40,23,339,208,4,0,0,0,0,0,44,57,0,0,0,3,100,0,955,638,4770,0,16,0,0,13,0,0,6,0,0,88,0,0,0,0,0,0,0,0
"SRR8298057",0,0,0,6,0,0,0,0,267,0,0,100,0,723,7,12,0,0,38,0,0,0,2,23,3,0,16,44,0,0,0,0,2,0,0,0,0,0,0,208,0,0,0,21,0,5329,1964,0,0,0,0,34,0,419,31,3,0,0,0,0,0,63,0,0,0,10,0,13,0,0,0,41,85,0,0,2,40,3,0,0,22,14,26,0,12,63,8,5,33,0,94,0,26,38,0,0,4,0,0,0,4,0,0,0,10,0,0,0,0,0,0,548,0,0,0,0,0,0,65,0,0,87,17,351,223,0,2,0,5,0,0,48,132,0,0,2,32,400,8,958,1658,7318,0,48,0,0,0,0,0,5,0,0,398,0,0,0,0,0,0,0,0
"SRR8301616",0,0,0,0,0,0,0,0,638,0,0,102,0,72,0,258,0,0,0,0,0,0,26,12,6,0,463,902,0,0,0,0,144,0,0,0,0,0,0,54,0,0,0,0,0,7994,222,0,0,0,0,69,0,537,7,0,0,0,5,0,0,198,2,0,0,8,0,20,0,0,0,55,194,0,0,0,8,0,0,0,2,0,0,0,12,53,3,2,3,0,239,0,29,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,24,0,0,113,9,862,158,0,0,0,0,0,0,219,64,0,0,0,0,213,8,853,1264,3983,0,33,0,0,3,0,0,0,0,0,188,0,0,0,0,0,0,0,0
"SRR8301036",0,0,0,25,4,0,0,0,29,0,0,131,0,39,0,951,0,0,40,0,0,0,27,15,0,0,440,265,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,2,0,10873,66,0,0,0,0,18,0,304,13,0,0,0,0,0,0,0,0,0,0,67,0,6,0,0,0,3,0,2,0,0,7,0,0,0,82,0,5,0,212,197,7,22,34,0,280,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,134,3,48,9,0,0,0,3,0,0,70,61,0,0,0,0,118,1,1291,3090,11082,0,14,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0
"SRR8301652",0,0,0,2,5,0,0,36,367,0,0,79,0,1537,0,65,0,0,196,18,0,0,32,67,95,0,482,169,0,0,0,0,257,0,0,0,0,41,0,148,0,0,0,3,0,4001,322,0,0,0,3,753,0,1124,44,6,15,16,52,70,0,322,10,0,0,11,4,61,0,0,0,65,2,0,0,0,0,4,0,0,10,19,0,0,6,140,18,2,0,0,1463,0,38,88,2,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,14,0,0,118,245,98,255,0,0,0,11,0,0,214,336,0,0,6,15,409,0,1719,2425,7440,0,15,0,0,2,0,0,4,0,0,141,0,0,0,3,0,0,0,0
"SRR8301275",0,0,0,0,0,0,0,33,179,0,0,67,0,385,17,6,0,0,9,2,0,0,0,13,13,0,44,21,0,0,0,0,49,0,0,4,0,2,0,25,0,0,0,11,0,4123,141,0,0,0,160,33,0,508,34,0,0,0,0,0,0,34,0,0,0,43,14,17,0,0,0,7,320,0,0,4,110,16,0,0,87,7,98,0,9,44,4,2,4,0,23,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,621,0,98,0,3,0,0,38,0,0,68,4,328,6,0,3,0,54,0,0,103,105,0,0,5,20,117,7,545,904,5003,0,82,0,0,4,0,0,0,0,0,335,0,0,0,0,0,0,0,0
"SRR8301734",0,0,0,0,0,0,0,0,7,0,0,40,0,0,0,126,0,0,0,0,0,0,0,0,0,0,19,165,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,461,0,135,116,32,2,71,0,12,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,459,1537,11957,0,3,0,0,33,0,0,0,2,0,544,0,0,0,0,0,0,0,0
"SRR8301804",0,0,0,4,6,0,0,0,58,0,0,5,64,465,0,5,0,0,29,0,0,0,58,20,24,0,365,441,6,0,0,0,16,0,0,0,0,0,0,81,0,3,0,7,0,4676,145,0,5,0,0,2,0,587,18,5,2,2,9,2,0,283,7,0,0,12,0,4,0,0,0,20,4,0,0,0,0,0,0,0,7,8,0,0,28,216,15,6,11,0,9,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,330,0,0,0,4,0,0,8,0,0,25,6,6,14,0,0,0,0,0,0,28,83,0,0,0,0,288,0,3036,1405,4283,0,64,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
"SRR8301463",0,0,0,6,16,0,0,0,397,0,0,29,0,349,0,55,0,0,26,0,0,0,38,17,27,0,218,326,3,0,0,0,140,0,0,0,0,0,0,64,0,0,0,7,0,6521,815,0,0,0,0,191,0,1317,31,0,3,0,6,7,0,168,18,0,0,16,0,0,0,0,0,69,0,0,0,0,2,0,0,0,5,0,0,0,181,371,32,14,2,0,759,0,11,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,153,0,0,0,5,0,0,0,0,0,10,92,89,135,3,0,0,0,0,0,15,29,0,0,0,0,229,0,2191,535,7041,0,21,0,0,13,0,0,7,2,0,92,0,0,0,0,0,0,0,0
"SRR8298190",0,0,0,4,0,0,0,0,234,0,0,64,0,99,4,4,0,0,9,0,0,0,45,12,6,0,504,240,0,0,0,0,14,0,0,0,0,9,0,33,0,0,0,21,0,14024,232,0,0,0,0,86,0,552,310,0,0,0,0,0,0,66,0,0,0,25,0,0,0,0,0,23,68,0,0,0,25,0,4,0,62,0,25,0,6,81,17,2,28,0,38,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,3,0,0,111,12,12,1041,0,0,0,10,0,0,56,58,0,0,0,4,68,3,806,720,5907,0,16,0,0,0,0,0,0,2,0,273,0,0,0,0,0,0,0,0
"SRR8301201",0,0,0,0,0,0,0,4,34,0,0,46,0,67,2,7,0,0,11,0,0,0,5,10,7,0,58,186,2,0,0,0,12,0,0,2,0,9,0,13,0,0,0,19,0,5615,229,0,2,0,0,33,0,471,195,0,0,0,0,0,0,10,2,0,0,30,4,16,0,0,0,0,16,0,12,0,0,0,0,0,372,0,41,0,145,260,18,12,38,0,51,0,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,12,0,0,50,26,33,2,0,2,0,12,0,0,68,28,0,0,0,0,96,0,1125,3029,6803,0,305,0,0,12,0,0,0,0,0,412,0,0,0,0,0,0,0,0
"SRR8300945",0,0,0,0,0,0,0,25,260,0,0,53,0,481,4,4,0,0,68,6,0,0,4,16,10,0,200,38,0,0,0,0,19,0,0,36,0,0,0,62,0,0,0,11,0,5705,77,0,0,0,123,68,0,432,48,2,0,0,3,4,0,23,2,0,0,62,0,20,0,0,0,3,2,0,0,0,3,0,0,0,430,24,7,0,23,76,3,2,35,0,51,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,714,0,5,0,4,0,0,45,0,0,35,3,160,29,0,0,0,20,0,0,95,132,0,0,7,0,109,6,878,914,4238,0,74,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0
"SRR8301597",0,0,0,0,0,0,0,0,78,0,0,27,0,202,0,0,0,0,9,0,0,0,0,10,33,0,29,71,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,4,0,3722,250,2,0,0,0,64,0,289,19,0,0,0,0,0,0,4,0,5,0,57,0,4,0,0,0,12,0,0,0,0,0,0,0,0,35,2,0,0,62,38,3,0,11,0,36,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,2,0,0,0,0,2,0,0,38,5,96,4,0,0,0,12,0,0,79,82,0,0,0,0,46,0,839,1783,5475,0,91,0,0,2,0,0,0,0,0,237,0,0,0,0,0,0,0,0
"SRR8301432",0,0,0,2,0,0,0,15,258,0,0,53,0,655,4,10,0,0,30,2,0,0,7,41,3,0,70,53,0,0,0,0,33,0,0,15,0,4,3,67,0,0,0,14,0,5500,80,4,0,0,9,82,0,400,16,2,0,3,0,2,0,53,0,0,0,38,18,0,0,0,0,19,18,0,4,0,24,4,2,0,155,0,5,0,14,106,4,8,2,0,18,0,47,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,867,0,2,0,0,0,0,2,0,0,124,23,57,2,0,0,0,16,0,0,98,171,0,0,0,17,167,21,1184,1754,4000,0,68,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0
"SRR8301067",0,0,0,4,2,0,0,0,193,0,0,79,0,710,0,46,0,0,37,55,0,0,38,35,143,0,1054,241,5,2,0,0,157,0,0,0,0,3,0,185,0,0,10,7,0,4588,369,0,0,0,0,110,0,1336,24,7,4,9,11,32,0,401,9,0,0,0,0,0,0,0,0,67,9,0,0,0,0,0,0,0,7,20,0,0,66,280,28,7,14,0,177,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,18,7,67,59,0,0,0,2,0,0,67,55,0,0,0,0,230,0,1345,783,4184,0,8,0,0,5,0,0,3,0,0,74,0,0,0,0,3,0,0,0
"SRR8301590",0,0,0,0,0,0,0,0,75,0,0,18,0,134,0,0,0,0,2,0,0,0,29,30,27,0,98,159,0,0,0,0,16,0,0,0,0,0,0,14,0,0,0,2,0,6365,468,0,0,0,0,5,0,528,16,0,0,0,4,0,0,15,0,0,0,73,0,0,0,0,0,13,0,0,0,0,14,0,0,0,17,0,0,0,63,21,4,4,14,0,89,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,5,0,0,4,0,5,8,0,7,0,30,0,0,172,70,0,0,0,0,75,0,1467,3734,17523,0,85,0,0,5,0,0,0,0,0,351,0,0,0,0,0,0,0,0
"SRR8301576",0,0,0,0,0,0,0,0,24,0,0,23,0,0,0,14,0,0,15,0,0,0,68,43,38,0,609,1321,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,3922,11,0,0,0,0,17,0,476,178,0,0,0,3,0,0,38,0,0,0,23,0,0,0,0,11,2,12,0,4,2,0,0,0,0,20,0,0,0,121,114,6,5,7,0,68,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,4,0,0,0,0,0,54,0,66,39,0,0,0,0,0,0,43,34,0,0,0,0,191,0,1665,1854,6583,0,33,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0
"SRR8301697",0,0,0,8,8,0,0,0,257,0,0,16,0,770,0,267,0,0,113,76,0,0,14,52,130,0,246,241,2,2,0,0,119,0,0,24,0,3,3,82,0,0,0,3,0,5944,1421,8,0,0,0,10,0,1014,52,0,15,0,4,48,0,150,12,0,0,34,0,5,0,0,0,28,29,0,0,0,0,0,0,0,5,10,0,0,10,222,4,3,0,0,116,0,4,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,31,0,0,285,74,198,78,0,0,0,6,0,0,109,110,0,0,0,0,166,0,969,647,3877,0,23,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,0,0
"SRR8301279",0,0,0,0,0,0,0,0,31,0,0,35,2,55,3,7,0,0,6,0,0,0,11,7,10,0,32,158,0,0,0,0,14,0,0,0,0,3,0,8,0,0,0,9,0,5096,156,0,0,0,0,24,0,295,136,0,0,0,0,0,0,4,0,0,0,33,2,12,0,0,0,0,10,0,8,0,0,0,0,0,868,0,37,0,167,325,19,28,153,0,42,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,11,0,0,29,16,12,0,0,7,0,6,0,0,32,38,0,0,0,0,57,3,758,2436,7490,0,204,0,0,15,0,0,3,0,0,296,0,0,0,0,0,0,0,0
"SRR8301748",0,0,0,0,0,0,0,0,27,0,0,12,0,8,0,0,0,0,0,0,0,0,0,3,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6383,24,2,0,0,0,0,0,105,3,0,0,0,0,0,0,6,0,1,0,44,0,7,0,0,0,11,0,0,0,0,0,0,0,0,516,0,0,0,10,22,2,5,30,0,72,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,75,0,42,0,0,0,0,0,0,0,11,8,0,0,0,0,55,0,222,826,5675,0,125,0,0,5,0,0,0,0,0,165,0,0,0,0,0,0,0,0
"SRR8301240",0,0,0,2,3,0,0,5,144,0,0,11,0,220,0,2,0,0,8,18,0,0,17,33,32,0,267,281,0,7,0,0,52,0,0,0,0,0,0,73,0,0,10,3,0,5109,783,0,0,0,0,106,0,1192,21,0,6,0,0,2,0,82,5,0,0,0,0,3,0,0,0,57,4,0,0,0,0,0,0,0,10,21,3,0,40,116,8,2,0,0,33,0,17,21,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,35,0,118,49,0,0,0,2,0,0,66,37,0,0,0,0,98,0,1045,995,3259,0,53,0,0,2,0,0,2,0,0,29,0,0,0,0,0,0,0,0
"SRR8298027",0,0,0,4,0,0,0,50,345,0,0,39,0,128,2,5,0,0,14,0,0,0,10,14,5,0,140,214,3,0,0,0,92,0,0,9,0,0,0,9,0,0,0,9,0,4963,233,24,0,0,2,105,0,301,49,0,2,0,0,6,0,55,3,0,0,173,2932,3,0,0,0,42,39,0,0,2,16,0,0,0,5054,4,70,0,62,312,17,170,61,0,101,0,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,109,0,0,400,455,1305,672,0,4,0,5,0,0,66,79,0,0,0,0,92,0,1282,1782,12582,0,39,0,0,0,0,0,7,0,0,146,0,0,0,0,0,0,0,0
"SRR8301343",2,0,0,0,0,0,0,0,62,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5305,52,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,65,0,97,39,7,2,326,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,361,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,144,6291,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0
"SRR8301587",0,0,0,2,0,0,0,0,135,0,0,36,0,240,0,0,0,0,19,0,0,0,4,15,60,0,44,120,0,0,0,0,33,0,0,0,0,0,0,17,0,0,0,9,0,4904,302,0,0,0,0,61,0,420,25,0,0,0,0,0,0,9,0,3,0,64,0,0,0,0,0,15,0,0,0,0,2,0,0,0,22,0,0,0,54,36,3,0,19,0,66,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,14,0,0,44,6,147,8,0,2,0,16,0,0,98,146,0,0,0,0,70,0,1220,2842,8043,0,121,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0
"SRR8298175",0,0,0,4,0,0,0,5,472,39,0,45,0,410,0,12,0,0,120,130,0,0,50,78,210,0,1629,164,5,0,0,0,417,0,0,14,0,17,0,133,0,0,0,2,0,2160,60,0,0,0,767,148,0,1203,76,5,1,10,173,16,0,122,7,0,0,58,6,0,0,0,8,59,0,0,0,4,14,0,0,0,72,16,5,0,38,140,18,0,3,0,521,0,6,44,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,374,0,5,0,0,0,0,38,0,0,23,74,94,155,0,3,0,0,0,0,204,162,0,19,2,7,296,0,1583,1426,5036,0,4,0,0,0,0,0,0,4,0,97,0,0,0,0,0,0,0,0
"SRR8301492",0,0,0,2,0,0,0,0,17,0,0,3,0,45,0,44,0,0,0,0,0,0,0,0,0,0,186,87,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7626,32,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,132,0,0,0,225,173,11,34,7,0,67,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,665,174,9817,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
"SRR8301506",0,0,0,10,0,0,0,37,122,0,0,12,0,456,0,0,0,0,0,11,0,0,36,14,10,0,171,41,2,0,0,0,11,0,0,0,0,10,0,88,0,0,0,6,0,7325,201,3,0,0,39,4,0,640,11,2,2,2,0,3,0,101,9,0,0,2,0,8,13,0,0,2,36,0,0,0,0,0,0,0,24,0,0,0,8,95,23,0,0,0,77,0,10,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,32,0,0,0,2,0,0,4,0,0,13,10,107,107,0,0,0,0,0,0,78,186,0,0,0,0,124,0,806,789,4005,0,54,0,0,2,0,0,2,0,0,30,0,0,0,0,0,0,0,0
"SRR8301890",0,0,0,0,0,0,0,0,23,0,0,32,0,76,0,19,0,0,0,0,0,0,49,18,0,0,142,522,0,0,0,0,41,0,0,0,0,2,0,15,0,0,0,0,0,3490,540,0,0,0,0,6,0,463,7,0,0,0,0,0,0,3,0,0,0,126,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,0,7,0,143,50,8,0,7,0,101,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,14,0,10,8,0,0,0,0,0,0,32,58,0,0,0,0,97,0,1243,811,8477,0,4,0,0,2,0,0,0,0,0,152,0,0,0,0,0,0,0,0
"SRR8298029",0,0,0,15,0,0,0,22,403,0,0,24,0,232,0,4,0,0,15,0,0,0,27,34,16,0,128,214,3,0,0,0,17,0,0,0,0,5,0,59,0,0,12,9,0,7241,124,25,0,0,226,16,0,1501,90,2,0,0,0,2,0,56,5,2,0,64,0,7,0,0,0,15,35,0,0,0,16,2,4,0,280,52,40,0,108,233,13,16,8,0,53,0,34,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,8,0,0,0,0,18,0,0,180,4,616,40,2,0,0,0,17,0,121,122,0,0,0,4,175,6,739,1610,8686,0,274,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0
"SRR8301827",2,0,0,0,0,0,0,4,238,0,0,36,0,58,0,57,0,0,0,2,0,0,3,10,12,0,187,122,0,0,0,0,69,0,0,0,0,0,0,10,0,0,0,2,0,3415,44,14,7,0,0,186,0,394,214,0,0,0,0,0,0,43,0,0,0,27,0,0,0,0,0,61,124,0,2,0,14,0,0,0,59,39,5,0,16,27,2,2,4,0,32,0,14,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,9,0,0,0,0,0,0,0,98,8,185,129,0,0,0,2,0,0,76,102,0,0,0,0,53,0,807,868,6913,0,199,0,0,19,0,0,0,2,0,245,0,0,0,0,0,0,0,0
"SRR8301135",0,0,0,2,0,0,0,23,360,0,0,62,0,95,0,3,0,0,29,0,0,0,13,19,6,0,90,127,0,0,0,0,78,0,0,0,0,0,0,27,0,0,0,0,0,6011,95,0,0,0,0,30,0,534,14,0,0,0,0,6,0,59,5,0,0,38,4,12,0,0,0,8,200,0,12,0,4,0,0,0,188,13,240,0,9,65,5,12,32,0,57,0,22,27,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,97,0,2,0,2,0,0,212,0,0,89,6,440,101,0,4,0,43,0,3,138,174,0,0,0,0,79,6,1508,2719,5979,0,21,0,0,18,0,0,2,0,0,299,0,0,0,0,0,0,0,0
"SRR8301158",0,0,0,2,0,0,0,0,92,0,0,30,0,199,0,32,0,0,15,0,0,0,0,10,0,0,24,38,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,26,0,7137,213,0,0,0,0,11,0,195,11,0,0,0,0,0,0,5,0,0,0,113,4,0,0,0,0,4,14,0,0,0,2,0,0,0,704,0,0,0,15,51,13,5,53,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,22,0,0,34,2,22,6,0,17,0,8,0,0,46,77,0,0,0,0,106,0,502,853,5298,0,114,0,0,5,0,0,0,0,0,192,0,0,0,0,0,0,0,0
"SRR8301728",0,0,0,0,0,0,0,3,128,0,0,81,0,374,7,30,0,0,3,0,0,0,78,11,23,0,93,1005,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,2,0,4949,101,0,0,0,0,28,0,299,888,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,4,9,5,0,5,0,16,0,0,0,36,0,12,0,227,26,11,0,12,0,310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,16,0,0,28,0,58,3,0,9,0,0,0,0,168,74,0,0,0,0,172,0,2220,2738,4771,0,125,0,0,2,0,0,0,0,0,469,0,0,0,0,0,0,0,0
"SRR8301893",0,0,0,2,0,0,0,0,111,0,0,26,0,418,3,6,0,0,97,0,0,0,37,13,10,0,92,338,2,0,0,0,357,0,0,0,0,0,0,97,0,0,0,12,0,3655,41,0,0,0,0,8,0,379,15,0,0,0,9,8,0,18,3,0,0,27,0,6,0,0,0,25,0,0,0,0,0,0,0,0,12,6,0,0,32,79,16,0,9,0,231,0,9,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,504,0,3,0,11,0,0,6,0,0,6,7,26,9,0,6,0,0,0,0,43,129,0,0,0,0,186,0,2454,725,2710,0,35,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
"SRR8301605",0,0,0,2,0,0,0,15,463,0,0,110,0,856,13,17,0,0,27,4,0,0,7,29,16,0,195,96,0,0,0,0,20,0,0,62,0,0,0,57,0,0,0,23,0,9072,263,0,0,0,22,67,0,1067,66,2,0,0,0,0,0,28,0,0,0,93,2,26,0,0,0,18,41,0,0,0,22,9,0,0,280,32,13,0,44,126,11,3,59,0,49,0,37,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1152,0,7,0,21,0,0,20,0,0,135,15,309,231,0,2,0,46,0,0,224,289,0,0,9,0,205,3,942,1023,7215,0,102,0,0,15,0,0,0,0,0,246,0,0,0,0,0,0,0,0
"SRR8301871",0,0,0,0,0,0,0,0,25,0,0,24,0,125,0,302,0,0,12,0,0,0,6,12,3,0,66,61,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,8,0,3148,82,0,0,0,0,10,0,89,4,0,0,0,0,0,0,9,0,0,0,33,2,8,0,0,0,8,0,0,16,0,0,0,0,0,71,0,2,0,18,8,0,4,7,0,29,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,33,0,21,2,0,18,0,10,0,0,128,8,0,0,0,0,87,0,515,1271,6525,0,369,0,0,3,0,0,0,0,0,180,0,0,0,0,0,0,0,0
