"","Thermoprotei","Iainarchaeia","Micrarchaeia","Methanobacteria","Methanomicrobia","Thermococci","Thermoplasmata","Woesearchaeia","uncultured","Nitrososphaeria","Acetothermiia","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Blastocatellia.Subgroup.4.","Holophagae","Subgroup11.","Subgroup11","Subgroup17.","Subgroup17","Subgroup22.","Subgroup22","Subgroup6.","Subgroup6","Thermoanaerobaculia","c5LKS83","Acidimicrobiia","Actinobacteria","Coriobacteriia","KISTJJY010.","MBA2.108.","MBA2.108","Thermoleophilia","WCHB181.","unculturedanaerobic.bacterium.","unculturedbacterium.","Aquificae","Armatimonadia","Chthonomonadetes","Fimbriimonadia","Caldatribacteriia","JS1","Omnitrophicabacterium.OLB16.","metagenome","unculturedsoil.bacterium.PRR.11.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","Anaerolineae","Chloroflexia","Dehalococcoidia","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Coprothermobacteria","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deferribacteres","Deinococci","Babeliae","Elusimicrobia","Endomicrobia","LineageIIa.","LineageIIa","LineageIIb.","LineageIIb","LineageIIc.","LineageIIc","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","saltmarshclone.LCP.67.","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedbacterium.mle1.16.","unculturedorganism.","unculturedplanctomycete.","unculturedprokaryote.","unculturedsoil.bacterium.PBS.II.5.","unculturedsoil.bacterium.PBS.III.30.","Lentisphaeria","Oligosphaeria","Moduliflexia","P9X2b3D02","Nitrospira","Thermodesulfovibrionia","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFCSPLOWO2_12_FULL_51_24.","groundwatermetagenome.","mixedculture.isolate.koll11.","unculturedbeta.proteobacterium.","ABY1","Berkelbacteria","CPR2","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","V2072189E03","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","Burkholderialesbacterium.Beta_02.","bacteriumenrichment.culture.clone.Anammox_3.","hydrothermalvent.metagenome.","unculturedsoil.bacterium.","bacteriumenrichment.culture.clone.Anammox_55.","bacteriumenrichment.culture.clone.SRAO_37.","bioreactormetagenome.","uncultureddelta.proteobacterium."
"SRR8301439",0,0,0,88,4,0,0,0,112,0,0,30,13,18,0,0,0,0,17,0,0,0,12,35,0,0,59,767,2,0,0,0,0,0,0,72,0,13,6,2,12,0,0,5,0,4068,172,0,49,11,0,26,0,1326,10,0,0,0,0,0,0,0,0,0,0,54,0,22,0,0,7,0,0,0,0,0,0,0,0,0,134,0,9,0,310,101,0,3,35,0,74,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,29,0,0,40,22,8,0,0,32,0,0,0,0,67,170,0,0,0,0,156,7,1164,1718,9312,0,37,0,0,2,0,0,6,10,42,263,0,0,0,0,0,0,0,0
"SRR8301020",0,0,0,3,25,1,0,4,316,0,0,17,3,152,0,188,0,0,21,9,0,0,82,11,264,0,337,574,14,0,0,0,183,0,0,7,0,0,0,46,0,0,0,3,0,3327,580,0,0,119,0,56,0,2320,38,3,15,3,5,7,0,548,0,0,0,4,0,0,0,0,0,9,4,0,0,0,0,2,0,0,3,57,0,0,46,240,11,2,0,0,41,0,4,32,0,0,0,0,0,0,8,0,0,15,26,0,0,0,0,0,0,136,0,0,0,0,0,0,168,0,6,81,17,36,133,0,0,0,3,0,0,74,47,0,0,0,0,174,0,1517,544,2508,0,5,0,0,30,0,0,6,0,0,67,0,0,0,0,14,0,16,0
"SRR8301165",0,0,0,0,0,0,0,15,55,0,0,9,0,463,0,5,0,0,4,15,0,0,8,7,8,0,134,325,0,4,0,0,121,0,0,13,0,0,0,43,0,0,0,0,0,3593,108,7,6,0,53,2,0,1084,187,0,0,0,0,0,0,45,0,0,0,15,4,0,4,0,0,11,22,0,0,0,0,0,0,0,74,0,0,0,41,31,7,3,7,0,78,0,12,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,2,0,0,0,0,0,0,0,108,0,2,4,0,0,0,4,4,0,147,172,6,1,2,9,67,0,914,1201,2880,0,35,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
"SRR8301204",0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6040,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,77,0,87,76,12,2,381,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,162,9796,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0
"SRR8301424",0,0,0,0,0,0,0,4,173,0,0,63,0,383,0,0,0,0,38,6,0,0,9,42,7,0,77,47,0,0,0,0,26,0,0,8,0,2,0,42,0,0,0,10,0,4308,54,4,0,0,3,62,0,293,15,3,0,0,2,3,0,47,2,0,0,24,5,2,0,0,0,18,15,0,0,0,15,4,3,0,117,0,3,0,20,87,9,4,0,0,30,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,2,0,0,0,0,0,0,0,99,13,28,2,0,0,0,3,0,0,102,155,0,0,0,8,111,12,1024,1403,3772,0,40,2,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0
"SRR8298053",0,0,0,4,0,0,0,4,147,0,0,61,0,687,14,83,0,0,6,3,0,0,0,8,0,0,67,40,0,0,0,0,0,0,0,4,0,0,0,126,0,0,0,11,0,8189,2126,0,0,0,0,33,0,779,11,0,0,0,0,0,0,38,0,0,0,11,0,7,0,0,0,33,5,0,0,0,18,16,0,0,204,4,9,0,18,142,8,4,159,0,0,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,15,0,0,0,0,35,0,0,234,21,418,203,0,0,0,0,0,2,36,20,0,0,0,0,123,0,178,571,4773,0,20,2,39,2,0,0,5,0,0,413,0,0,0,0,0,0,0,0
"SRR8301558",2,0,0,0,0,0,0,0,112,0,0,96,0,474,9,670,0,0,13,0,0,0,3,72,9,0,72,52,0,0,0,0,86,0,0,0,0,3,0,34,0,0,0,9,0,5012,48,9,0,0,0,48,0,390,29,0,0,0,0,2,0,54,0,0,0,66,22,0,0,0,0,14,19,0,0,0,18,0,0,0,123,0,0,0,20,78,9,2,17,0,186,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,2,0,0,8,0,0,24,12,100,19,0,12,0,5,0,0,132,196,0,0,0,0,103,6,1209,1734,4966,0,117,0,0,16,0,0,0,0,0,357,0,0,0,0,0,0,0,0
"SRR8301094",0,0,0,0,0,0,0,7,142,0,0,37,0,2,0,19,0,0,0,0,0,0,0,2,0,0,19,225,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,8756,520,0,0,2,0,10,0,195,4,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,23,0,0,0,0,0,0,0,0,1518,0,36,0,94,221,67,48,80,0,387,0,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,78,0,272,5,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1703,1125,14670,0,48,6,1,90,0,3,3,3,0,354,0,0,0,0,0,0,0,0
"SRR8301350",0,0,0,4,0,0,0,0,55,0,0,9,0,50,0,7,0,0,15,0,0,0,6,26,10,0,206,127,0,0,0,0,44,0,0,0,0,3,0,0,0,0,0,0,0,5750,74,0,0,0,0,12,0,163,3,0,0,0,0,0,0,18,0,2,0,12,0,0,0,0,0,5,6,0,0,0,0,0,0,0,261,0,0,0,58,152,10,4,8,0,50,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,2,0,0,0,0,0,180,0,11,7,0,0,0,0,0,0,24,4,0,0,0,0,42,0,823,1756,4515,0,91,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
"SRR8301722",0,0,0,0,0,0,0,0,46,0,0,25,0,79,0,2,0,0,0,0,0,0,12,19,4,0,134,163,0,0,0,0,90,0,0,0,0,11,0,22,0,0,0,10,0,2118,123,37,40,0,0,52,0,267,21,0,0,0,2,4,0,15,0,0,0,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,5,34,4,0,2,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,16,0,35,11,0,0,0,10,0,0,69,72,0,0,0,0,67,0,1373,3754,4301,0,66,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0
"SRR8301787",0,0,0,11,0,0,0,0,63,0,0,28,0,45,0,40,0,0,25,0,0,0,22,23,8,0,328,132,5,0,0,0,72,0,0,0,0,0,0,11,0,0,0,0,0,5351,183,0,0,0,0,18,0,550,45,0,2,0,0,0,0,90,2,0,0,24,0,3,0,0,0,0,68,0,3,1,7,5,0,0,129,15,30,0,80,208,11,43,16,0,53,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,10,0,0,39,5,35,26,0,2,0,9,0,0,76,24,0,0,0,0,160,0,1530,3996,3515,0,61,0,0,2,0,0,0,0,0,274,0,0,0,0,0,0,0,0
"SRR8298035",0,0,0,8,0,0,0,6,225,0,0,15,0,142,0,4,0,0,11,0,0,0,12,17,11,0,86,143,0,0,0,0,12,0,0,0,0,0,0,32,0,0,5,5,0,4305,90,10,0,0,150,9,0,798,40,2,0,0,0,0,0,31,3,0,0,29,0,4,0,0,0,5,15,0,0,0,9,0,0,0,173,29,22,0,58,126,7,13,6,0,19,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,6,0,0,0,0,7,0,0,78,0,403,27,2,0,0,0,7,0,86,68,0,0,0,2,95,0,444,983,5086,0,151,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0
"SRR8298214",0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,64,179,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,28,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,29,75,3,7,155,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1299,91,18834,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
"SRR8301570",0,0,0,0,0,0,0,0,487,0,0,36,0,421,0,224,0,0,20,32,16,0,19,19,38,0,638,517,9,62,0,0,396,0,0,37,0,5,0,210,0,0,0,29,0,5514,631,0,0,0,0,105,0,2773,35,2,9,3,50,33,0,193,2,0,0,22,0,4,0,0,25,13,7,0,0,0,5,2,0,0,0,18,0,0,44,205,10,4,0,0,130,0,4,16,0,0,4,0,0,0,4,3,6,0,10,0,0,0,0,0,0,145,0,0,0,0,0,0,67,0,0,20,22,69,76,0,0,0,0,0,0,27,102,0,0,0,0,325,0,1464,561,5399,0,14,0,0,21,0,0,0,0,0,92,0,0,0,0,0,0,3,0
"SRR8301423",0,0,0,0,0,0,0,0,89,0,0,48,0,124,0,31,0,0,24,9,0,0,3,31,0,0,130,96,0,0,0,0,134,0,0,0,0,0,0,4,0,0,0,0,0,4657,46,2,0,0,0,59,0,42,14,0,0,0,10,7,0,6,0,0,0,4,23,8,0,0,0,21,3,0,0,0,0,0,0,0,73,0,3,0,19,112,12,2,0,0,37,0,3,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,8,0,0,11,0,50,33,0,0,0,5,0,0,22,75,0,0,2,4,242,2,940,1004,5644,0,7,0,0,0,0,0,0,7,0,284,0,0,0,0,0,0,0,0
"SRR8301394",0,0,0,2,0,0,0,0,61,0,0,55,0,372,0,4,0,0,33,0,0,0,5,32,8,0,138,72,0,0,0,0,50,0,0,0,0,0,0,19,0,0,0,15,0,6089,186,3,0,0,0,82,0,126,28,0,0,0,0,0,0,8,0,2,0,104,2,0,0,0,0,7,0,0,7,0,0,0,0,0,178,0,0,0,43,110,6,4,16,0,22,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,2,0,0,128,0,207,7,0,30,0,7,0,0,104,94,0,0,0,0,235,0,2183,2719,10723,0,72,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0
"SRR8301486",0,0,0,6,10,0,0,0,234,0,0,78,0,316,0,202,0,0,42,2,0,0,25,26,118,0,444,510,7,0,0,0,155,0,0,0,0,0,3,32,0,0,0,7,0,6060,479,0,0,0,0,33,0,877,33,0,0,0,3,8,0,50,3,0,0,11,0,0,0,0,0,10,12,0,0,0,12,0,0,0,21,9,0,0,97,321,21,16,6,0,268,0,18,0,0,0,0,0,0,0,9,0,0,0,33,0,0,0,0,0,0,160,0,0,0,0,0,0,3,0,0,70,39,103,36,2,0,0,6,0,0,143,63,0,0,0,5,134,0,830,905,3749,0,15,0,0,13,0,0,9,0,0,189,0,0,0,0,0,0,0,0
"SRR8301356",0,0,0,4,0,0,0,0,104,0,0,118,0,95,0,125,0,0,33,0,0,0,4,75,18,0,223,166,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,20,0,6424,1091,5,0,0,0,29,0,516,10,0,0,0,0,0,0,60,0,0,0,0,0,27,0,0,0,150,23,0,2,0,0,0,0,0,119,0,3,0,28,103,11,9,5,0,179,0,15,10,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,25,0,3,0,0,0,0,55,0,0,50,11,370,82,0,0,0,0,0,0,15,60,0,0,0,3,97,0,674,1815,7154,0,51,0,0,0,0,0,4,2,0,446,0,0,0,0,0,0,0,0
"SRR8301329",0,0,0,7,0,0,0,0,403,0,0,124,0,15,0,0,0,0,0,0,0,0,7,35,0,0,1448,1517,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5810,4,0,0,0,0,0,0,636,33,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,257,891,51,12,13,0,114,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,35,0,8,222,0,0,0,0,0,0,9,0,0,0,0,0,304,0,2337,2946,8201,0,16,0,0,0,0,0,0,4,0,235,0,0,0,0,0,0,0,0
"SRR8298033",0,0,0,8,0,0,0,11,215,0,0,17,0,160,0,4,0,0,7,0,0,0,15,16,15,0,91,161,0,0,0,0,18,0,0,0,0,5,0,20,0,0,7,2,0,4437,80,17,0,0,151,7,0,900,60,0,2,0,0,2,0,37,4,2,0,45,2,6,0,0,0,14,16,0,0,0,14,0,4,0,131,39,36,0,44,127,8,6,0,0,26,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,13,0,0,82,2,371,21,6,0,0,0,8,0,83,75,0,0,0,4,108,3,481,1101,5665,0,166,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0
"SRR8300997",0,0,0,0,0,0,0,0,31,0,0,40,0,231,0,2,0,0,82,5,0,0,14,26,15,0,22,109,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,10600,307,0,0,0,0,0,0,507,2,0,0,0,0,0,0,85,0,5,0,0,5,46,0,0,0,0,0,0,0,0,2,0,0,0,103,9,15,0,31,196,8,0,26,0,101,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,87,3,22,34,0,0,0,6,0,3,20,17,0,0,0,0,41,0,377,1061,7483,0,13,0,0,2,0,0,0,2,0,60,0,0,0,0,0,0,0,0
"SRR8301608",0,0,4,3,0,0,0,40,708,0,0,119,0,1016,17,8,2,0,124,28,0,0,23,37,28,0,491,132,0,0,0,0,63,0,0,74,0,0,0,181,0,0,0,21,0,10475,150,0,0,0,249,178,0,801,169,0,0,0,15,5,0,59,4,0,0,145,0,28,0,0,0,24,13,0,0,0,12,11,0,0,352,39,20,0,50,182,20,8,42,0,126,0,23,2,0,0,6,0,4,0,7,0,0,0,0,0,4,0,0,0,0,2160,0,8,0,8,0,0,85,0,0,81,10,333,83,0,7,0,27,0,0,272,322,0,0,5,8,409,18,1936,2017,8107,0,109,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0
"SRR8301281",0,0,0,0,0,0,0,4,101,0,0,27,0,428,16,8,0,0,19,15,0,0,4,11,19,0,96,27,0,0,0,0,70,0,0,0,0,0,0,46,0,0,0,15,0,3904,155,0,0,0,0,11,0,594,33,0,0,0,0,2,0,70,0,0,0,50,0,0,0,0,0,70,17,0,0,0,13,0,0,0,42,39,20,0,12,50,7,0,0,0,21,0,31,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,329,0,2,0,0,0,0,4,0,0,10,5,27,11,0,0,0,35,0,0,122,196,0,0,0,0,50,0,1076,1534,3713,0,202,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
"SRR8301531",0,0,0,0,0,0,0,0,45,0,0,22,0,9,0,22,0,0,0,0,0,0,0,2,2,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5855,379,0,0,0,0,0,0,166,2,0,0,0,0,0,0,11,0,9,0,2,0,36,0,0,0,4,41,0,0,0,0,0,0,0,1198,0,6,0,19,28,6,2,38,0,14,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,151,4,66,3,0,0,0,0,0,0,13,6,0,0,0,0,9,0,323,669,5443,0,152,0,0,4,0,0,0,0,0,166,0,0,0,0,0,0,0,0
"SRR8301891",0,0,0,0,0,0,0,0,13,0,0,43,0,79,0,28,0,0,0,0,0,0,59,15,0,0,196,634,0,0,0,0,44,0,0,0,0,2,0,10,0,0,0,6,0,3982,649,0,0,0,0,13,0,486,2,0,0,0,0,0,0,2,0,0,0,111,0,8,0,0,0,5,0,0,0,0,0,0,0,0,62,0,6,0,176,60,12,0,9,0,135,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,11,0,17,11,0,0,0,0,0,0,26,54,0,0,0,0,108,0,1252,948,11167,0,4,0,0,6,0,0,0,0,0,178,0,0,0,0,0,0,0,0
"SRR8301352",0,0,0,0,0,0,0,0,101,0,0,68,0,528,0,2,0,0,32,2,0,0,6,15,23,0,41,58,0,0,0,0,6,0,0,0,0,0,0,83,0,0,0,7,0,4047,213,0,0,0,0,33,0,244,7,0,0,0,0,0,0,121,0,0,0,168,11,2,0,0,0,20,6,0,0,0,3,0,0,0,28,0,0,0,14,101,5,0,2,0,42,0,7,0,0,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,277,0,0,0,4,0,0,0,0,0,42,0,51,31,0,2,0,8,0,0,46,51,0,0,4,0,194,0,552,1241,8453,0,22,0,0,2,0,0,0,0,0,144,0,0,0,0,0,0,0,0
"SRR8301539",0,0,0,5,0,0,0,0,48,0,0,46,7,184,0,80,0,0,50,0,0,0,18,18,7,0,340,473,3,0,0,0,43,0,0,0,0,0,0,19,0,12,0,7,0,12245,673,0,0,3,0,16,0,450,125,0,0,0,0,0,0,8,0,50,0,112,27,26,0,0,0,21,14,0,0,0,4,0,0,0,203,17,9,0,323,328,12,10,84,0,209,0,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,7,0,0,3,0,0,265,0,80,80,0,10,0,4,0,0,27,97,0,0,0,0,71,0,1220,2925,10621,0,51,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0
"SRR8298046",0,0,0,0,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1536,2,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1028,0,9,9,0,0,0,0,0,0,11,0,0,0,0,0,0,15,0,0,20,0,276,47,17,0,0,0,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,108,746,5397,0,23,108,7,22,0,0,69,2935,4,520,0,0,0,0,0,0,0,0
"SRR8301632",3,0,0,0,0,0,0,0,69,0,0,41,0,296,0,4,0,0,31,0,0,0,0,25,9,0,101,58,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,7,0,5063,174,2,0,0,0,62,0,87,26,0,0,0,0,0,0,11,2,0,0,91,2,0,0,0,0,7,0,0,4,0,0,0,0,0,151,0,0,0,40,93,8,3,27,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,83,0,158,6,0,19,0,5,0,0,63,69,0,0,0,0,173,0,1702,2252,9017,0,62,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
"SRR8301250",0,0,0,5,2,0,0,2,181,0,0,42,0,87,0,5,0,0,20,0,0,0,13,19,6,0,214,345,2,0,0,0,40,0,0,0,0,0,0,31,0,0,0,5,0,5187,241,0,0,0,0,39,0,1037,6,2,0,0,4,3,0,153,7,0,0,8,0,4,0,0,2,16,31,0,0,0,0,0,0,0,10,19,0,0,43,188,4,2,4,0,112,0,29,29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,129,0,0,0,3,0,0,4,0,0,61,5,387,92,0,12,0,0,0,0,40,43,0,0,0,0,190,0,877,2373,5077,0,68,0,0,0,0,0,5,0,0,146,0,0,0,0,0,0,0,0
"SRR8301168",0,0,0,5,0,0,0,85,249,0,0,10,0,173,5,7,0,0,2,11,0,0,10,8,11,0,101,163,0,4,0,0,32,0,0,0,0,0,0,17,0,0,19,0,0,2246,172,74,0,0,292,0,0,913,10,0,0,2,0,2,0,42,0,0,0,32,0,10,3,0,0,12,21,0,0,0,21,4,0,3,174,12,2,0,8,25,0,7,9,0,37,9,15,0,8,11,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,642,0,2,0,0,0,0,9,0,0,82,0,251,3,0,0,0,10,0,0,167,298,0,3,19,11,58,0,582,1603,3868,0,37,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
"SRR8298203",0,0,0,0,0,0,0,0,83,0,0,23,0,172,0,10,0,0,7,3,0,0,8,28,44,0,355,101,0,0,0,0,142,0,0,22,0,0,0,93,0,0,0,0,0,8820,235,0,0,0,0,72,0,257,49,2,2,0,2,0,0,81,2,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,10,7,0,0,55,1323,12,30,15,0,63,0,9,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,0,0,0,74,0,0,0,3,0,0,0,0,0,0,2,0,70,0,0,0,0,0,0,27,35,0,0,0,0,46,0,920,305,5860,0,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
"SRR8301180",0,0,0,0,0,0,0,0,208,0,0,116,0,0,0,80,0,0,0,0,0,0,0,8,0,0,12,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10526,3,0,7,2,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,2,0,0,0,0,0,0,0,56,0,67,0,25,175,3,15,73,0,24,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,444,2,0,0,0,0,0,0,0,18,0,0,0,0,33,0,1032,736,7785,0,0,0,0,27,0,0,0,0,0,154,0,0,0,0,0,0,0,0
"SRR8301569",0,0,0,3,2,0,0,0,463,0,0,44,0,367,0,216,0,0,22,51,25,0,13,27,43,0,524,421,4,52,0,0,336,0,0,31,0,6,0,210,0,0,0,17,0,5692,631,0,0,0,0,118,0,2538,37,0,8,4,38,31,0,214,0,0,0,8,0,2,0,0,25,23,9,0,0,0,2,0,0,0,0,20,0,0,21,158,12,5,0,0,118,0,2,14,0,0,2,0,0,0,2,2,11,0,17,0,0,0,0,0,0,136,0,0,0,0,0,0,67,0,0,33,25,61,80,5,0,0,0,0,0,22,94,0,0,0,0,262,0,1326,644,4502,0,30,0,0,31,0,0,0,0,0,99,0,0,0,0,0,0,4,0
"SRR8301041",0,0,0,0,0,0,0,8,154,0,0,74,0,302,2,294,0,0,9,2,0,0,0,12,0,0,19,168,0,0,0,0,27,0,0,0,0,0,0,47,0,0,0,19,0,5901,265,0,0,0,0,304,0,366,6,0,0,0,0,0,0,7,0,9,0,65,0,27,0,0,0,31,68,0,7,7,9,2,0,0,60,0,2,0,4,31,4,2,2,0,60,0,21,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,5,0,0,30,12,77,8,0,2,0,8,0,0,68,131,0,0,0,0,61,0,1214,1456,4763,0,74,0,0,31,2,0,2,0,0,261,0,0,0,0,0,0,0,0
"SRR8301721",0,0,0,0,0,0,0,0,57,0,0,35,0,162,0,7,0,0,0,0,0,0,5,20,7,0,172,172,0,0,0,0,95,0,0,0,0,17,0,5,0,0,0,8,0,2435,161,50,68,0,0,50,0,279,18,0,0,0,0,6,0,19,3,0,0,38,5,0,0,0,0,0,0,0,0,0,4,0,0,0,46,0,8,0,7,43,2,0,2,0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,2,0,0,0,0,0,0,0,21,0,35,8,0,0,0,4,0,0,96,71,0,0,0,0,90,0,1489,3799,4450,0,83,0,0,2,0,0,0,0,0,225,0,0,0,0,0,0,0,0
"SRR8301473",0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,4982,17,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,64,0,0,0,0,0,0,0,0,2538,0,0,0,26,172,4,149,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,186,79,17669,0,0,0,0,0,0,0,27,0,0,7,0,0,0,0,0,0,0,0
